intent,utterance
5,"i wanna get a reimbursement, what can i do?"
2,"I have a question, how can I speak with Client Service?"
13,"can you ask an agent how I could check their refund policy, please?"
2,I want to know what the email of Customer Support is
6,"I don't understand you, can I talk to a human?"
6,"i cant understand you, what do i ahve to do to contact a human agent?"
10,"I want to delete my account, where can I do it?"
8,"my profile was hacked, how do I get it back?"
4,tell me how to check my package
6,contact a human
11,where can i file a complaint for a service?
8,"I forgot my password, could you retrieve it, please?"
11,"I'm not happy with the service, lodge a complaint"
0,ask an agent if i can solve a problem making a payment
10,how can i remove my profile?
7,can you show me my invoices?
11,where to lodge a complaint for a service
6,"I do not jnderstand you and I would like to speak with someone , please"
9,"id like to change my purchase, can you tell me where to do it, please?"
3,what information do you have about obtaining a bill?
6,"youre not helping, help me contact a human"
4,"i want to track my order, what can i do?"
0,can I report a problem paying?
7,I want informatrion avout my bills
6,i wanna speak with someone
1,acn I create several user accounts with the same email address?
2,"please, can you ask an agent how I could contact fucking Customer Service?"
9,"i purchased something, how do I modify my order?"
9,"I ordered a product, how can I change my purchase?"
11,"im not happy with the service, make a complaint, please"
5,"the show was postponed, what can I do to request a reimbursement?"
10,could you ask an agent how I could delete my profile?
3,can i obtain an invoice?
9,"i rodered a product, howcan i modify my order?"
6,I can't understand you and I'd like to contact someone
9,"I want to modify my purchase, can you tell me where I can do it?"
7,i lost my bills and i want to see them
3,where can I get an invoice?
10,"I changed my mind, what should I do to closd my user account?"
9,I want to ask for information about changing my order
5,"I need a refund, obtain one, please"
6,"you aren't helping , contact someone"
2,ask an agent to speak with customer support
0,"I would like to inform of an issue paying, can you help me?"
1,can u ask an agent how to open a online account ?
5,"please, can you ask an agent how to obtain a refund?"
5,"the concert was postponed, how can I request a refund?"
4,check my shipment
6,"you're not helping , can you speak with a person?"
0,"I got an error message when I attempted to make a payment, but my card was charged anyway, can I notify it?"
9,I need help changing my order
2,how can I speak with Client Service?
10,how to delete my profile
10,"I want to delete my user account, where can I do it?"
0,i need help notifying fucking issues with my payment
0,"i have a problem when trying to pay for my online order, what can i do?"
0,"please, can u ask an agent where to notify issues with my payment?"
12,i a happy with the service and i want to lodge an opinion
5,"the game was cancelled, get a refund"
1,I want to know if I can create several online accounts with the same email
11,I wnt to file a consumer complaint
4,check the status of my purchase
3,i wanna know how I can obtain a bill
4,tell me how to know where my shipments are
2,"could you tell me the fucking number to contact Customer Support, please?"
6,"i cant understand you, i need help contacting a human agent"
11,"I don't like the service, can you file a complaint?"
11,"I don't like the service, I need help lodging a consumer complaint"
5,"the concert was postponed, what do I ahve to do?"
9,"I made a mistake, what do I have to do to change my order?"
11,"I want to make a complaint, what should I do?"
7,"I can't find my invoices, what can I do to view them?"
7,where to check my bill
11,"I do not like the service, could I make a fucking complaint?"
11,"can u ask an agent to file a fucking consumer complaint, please?"
2,can u show me the mail of the Customer Service?
9,"I ordered an item, how can I modify my order?"
2,"please, can you tell me the mail address of Customer Support?"
0,"I got an error when I tried to make a payment, but my card was charged anyway, how can I report it?"
6,"you arent helping , i need help contacting a human"
7,"i can't find my bill, what do i have to do to view it?"
6,"i cant understand you, how do i talk to a human agent?"
3,can I request some invoices?
13,ask an agent how i can see their reimbursement policy
5,"the show was cancelled, how do I get a reimbursement?"
9,"i wanna modify my purchase, can you tell me where to do it?"
10,"please, could you ask an agent how to cancel my online account?"
7,"I can't find my invoices, how do I check them?"
9,how do I modify my order?
6,"you're not helping, can you talk to a person?"
11,"i want to lodge a complaint for a service, can u help me?"
0,"ask an agent how to notify payment issues, please"
4,can you tell me how I can know where my delivery is?
0,"i got an error when i tried to make a payment, but my card was charged anyway, what do i have to do?"
3,tell me if I can request an invoice
1,"i want a profile, help me create one, please"
